Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771996701771,3204,3204,3204,3204,3204,3204,3204,3204,50,50,NaN,66.66667175292969,0,0,0,0,5.15570068359375,8589934592,2147483648,6251003904,424738816
209,1771996701771,3204,3204,3204,3204,3204,3204,3204,3204,NaN,NaN,0,NaN,100,NaN,0,NaN,5.15570068359375,8589934592,2147483648,6251200512,424738816
209,1771996701981,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,33.333335876464844,28.571430206298828,25,9.090909004211426,9.090909004211426,4.761904716491699,0,5.15570068359375,8589934592,2147483648,6233554944,424738816
203,1771996702191,3204,3204,3204,3204,3204,3204,3204,3204,70,61.904762268066406,60.000003814697266,59.09090805053711,0,0,0,0,5.250882625579834,8589934592,2147483648,6271598592,424738816
207,1771996702395,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,42.105262756347656,33.333335876464844,31.57894515991211,0,4.761904716491699,4.761904716491699,4.761904716491699,5.250882625579834,8589934592,2147483648,6303956992,424738816
208,1771996702604,3204,3204,3204,3204,3204,3204,3204,3204,55,40.90909194946289,42.85714340209961,35,4.761904716491699,0,0,0,5.250882625579834,8589934592,2147483648,6351650816,424738816
208,1771996702813,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,45,47.619049072265625,40.90909194946289,19.047618865966797,20,0,4.761904716491699,5.250882625579834,8589934592,2147483648,6359154688,424738816
203,1771996703021,3204,3204,3204,3204,3204,3204,3204,3204,71.42857360839844,63.6363639831543,55,57.142860412597656,9.523809432983398,4.761904716491699,9.090909004211426,0,5.250882625579834,8589934592,2147483648,6312574976,424738816
206,1771996703225,3204,3204,3204,3204,3204,3204,3204,3204,47.36842346191406,42.105262756347656,47.619049072265625,30.000001907348633,15.000000953674316,23.809524536132813,9.523809432983398,4.761904716491699,5.071688175201416,8589934592,2147483648,6303088640,424738816
205,1771996703432,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,35,30.000001907348633,25,14.285715103149414,14.285715103149414,0,0,5.071688175201416,8589934592,2147483648,6294814720,424738816
204,1771996703638,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,38.095237731933594,35,28.571430206298828,10,10,5,4.761904716491699,5.071688175201416,8589934592,2147483648,6295846912,424738816
209,1771996703843,3204,3204,3204,3204,3204,3204,3204,3204,45,45,35,25,10,9.523809432983398,4.761904716491699,5,5.071688175201416,8589934592,2147483648,6293110784,424738816
209,1771996704053,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,54.54545593261719,45.45454788208008,47.619049072265625,31.81818199157715,30.000001907348633,31.81818199157715,27.272727966308594,5.071688175201416,8589934592,2147483648,6277087232,424738816
200,1771996704263,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,33.333335876464844,23.809524536132813,23.809524536132813,20,14.285715103149414,5,4.761904716491699,5.93379545211792,8589934592,2147483648,6267617280,424738816
208,1771996704464,3204,3204,3204,3204,3204,3204,3204,3204,45,31.57894515991211,35,30.000001907348633,5,9.523809432983398,0,0,5.93379545211792,8589934592,2147483648,6247809024,424738816
207,1771996704673,3204,3204,3204,3204,3204,3204,3204,3204,85,76.19047546386719,85.71428680419922,85,18.18181800842285,10,27.272727966308594,4.761904716491699,5.93379545211792,8589934592,2147483648,6234750976,424738816
200,1771996704881,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,61.904762268066406,75,68.18181610107422,0,4.761904716491699,4.761904716491699,0,5.93379545211792,8589934592,2147483648,6195134464,424738816
211,1771996705081,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,65,71.42857360839844,60.000003814697266,20,23.809524536132813,4.761904716491699,4.761904716491699,5.93379545211792,8589934592,2147483648,6195134464,424738816
209,1771996705293,3204,3204,3204,3204,3204,3204,3204,3204,75,60.000003814697266,50,76.19047546386719,0,0,0,0,6.196706295013428,8589934592,2147483648,6195134464,424738816
