Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772016271416,3204,3204,3204,3204,3204,3204,3204,3204,NaN,NaN,100,0,0,0,0,NaN,5.599187850952148,8589934592,2147483648,5932122112,366018560
209,1772016271416,3204,3204,3204,3204,3204,3204,3204,3204,0,0,0,0,NaN,0,0,0,5.599187850952148,8589934592,2147483648,5932122112,366018560
209,1772016271626,3204,3204,3204,3204,3204,3204,3204,3204,40.90909194946289,30.000001907348633,33.333335876464844,25,9.523809432983398,25,0,4.545454502105713,5.599187850952148,8589934592,2147483648,5932122112,366018560
205,1772016271836,3204,3204,3204,3204,3204,3204,3204,3204,35,33.333335876464844,33.333335876464844,28.571430206298828,0,0,0,0,5.599187850952148,8589934592,2147483648,5932122112,366018560
207,1772016272042,3204,3204,3204,3204,3204,3204,3204,3204,65,57.142860412597656,50,52.38095474243164,20,23.809524536132813,9.523809432983398,9.523809432983398,5.599187850952148,8589934592,2147483648,5959614464,366018560
204,1772016272251,3204,3204,3204,3204,3204,3204,3204,3204,76.19047546386719,71.42857360839844,70,71.42857360839844,28.571430206298828,20,9.523809432983398,5,5.599187850952148,8589934592,2147483648,6007832576,366018560
204,1772016272456,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,63.15789031982422,50,55,23.809524536132813,33.333335876464844,10,5,5.353733062744141,8589934592,2147483648,6016516096,366018560
202,1772016272661,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,52.38095474243164,42.105262756347656,35,0,0,0,0,5.353733062744141,8589934592,2147483648,6030213120,366018560
205,1772016272863,3204,3204,3204,3204,3204,3204,3204,3204,31.57894515991211,25,25,25,0,0,0,0,5.353733062744141,8589934592,2147483648,6048972800,366018560
207,1772016273070,3204,3204,3204,3204,3204,3204,3204,3204,72.7272720336914,76.19047546386719,76.19047546386719,71.42857360839844,5,5,0,0,5.353733062744141,8589934592,2147483648,6089883648,366018560
209,1772016273277,3204,3204,3204,3204,3204,3204,3204,3204,40,35,33.333335876464844,23.809524536132813,0,0,0,0,5.353733062744141,8589934592,2147483648,6102499328,366018560
