Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772003497543,3204,3204,3204,3204,3204,3204,3204,3204,0,100,0,0,0,0,0,0,6.376165390014648,8589934592,2147483648,6262652928,407961600
209,1772003497543,3204,3204,3204,3204,3204,3204,3204,3204,NaN,0,100,100,0,NaN,NaN,NaN,6.376165390014648,8589934592,2147483648,6262980608,407961600
209,1772003497753,3204,3204,3204,3204,3204,3204,3204,3204,40,35,30.000001907348633,40,9.523809432983398,19.047618865966797,4.545454502105713,0,6.376165390014648,8589934592,2147483648,6264717312,407961600
203,1772003497962,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,27.272727966308594,23.809524536132813,19.047618865966797,9.523809432983398,14.285715103149414,4.761904716491699,4.761904716491699,6.167309284210205,8589934592,2147483648,6259965952,407961600
200,1772003498166,3204,3204,3204,3204,3204,3204,3204,3204,35,31.57894515991211,28.571430206298828,28.571430206298828,5,5,4.761904716491699,0,6.167309284210205,8589934592,2147483648,6270287872,407961600
206,1772003498367,3204,3204,3204,3204,3204,3204,3204,3204,68.42105102539063,71.42857360839844,70,65,5,9.523809432983398,5,5,6.167309284210205,8589934592,2147483648,6276448256,407961600
209,1772003498573,3204,3204,3204,3204,3204,3204,3204,3204,63.6363639831543,60.000003814697266,60.000003814697266,57.894737243652344,14.285715103149414,4.761904716491699,0,4.761904716491699,6.167309284210205,8589934592,2147483648,6244679680,407961600
207,1772003498784,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,52.38095474243164,50,52.173912048339844,33.333335876464844,20,0,0,6.167309284210205,8589934592,2147483648,6237536256,407961600
206,1772003498992,3204,3204,3204,3204,3204,3204,3204,3204,55,45,42.105262756347656,40,10,13.636363983154297,0,4.761904716491699,6.3731231689453125,8589934592,2147483648,6206849024,407961600
209,1772003499198,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,52.38095474243164,47.619049072265625,60.000003814697266,13.636363983154297,10,4.761904716491699,0,6.3731231689453125,8589934592,2147483648,6193971200,407961600
206,1772003499408,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,71.42857360839844,71.42857360839844,66.66667175292969,20,14.285715103149414,13.636363983154297,9.523809432983398,6.3731231689453125,8589934592,2147483648,6191759360,407961600
208,1772003499615,3204,3204,3204,3204,3204,3204,3204,3204,57.894737243652344,50,45,47.619049072265625,5,4.761904716491699,5,4.761904716491699,6.3731231689453125,8589934592,2147483648,6206111744,407961600
208,1772003499823,3204,3204,3204,3204,3204,3204,3204,3204,54.54545593261719,61.904762268066406,47.619049072265625,45,13.636363983154297,5,4.761904716491699,4.761904716491699,6.3731231689453125,8589934592,2147483648,6215139328,407961600
209,1772003500032,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,57.142860412597656,59.09090805053711,52.38095474243164,0,0,0,0,7.01779842376709,8589934592,2147483648,6212222976,407961600
207,1772003500242,3204,3204,3204,3204,3204,3204,3204,3204,75,66.66667175292969,52.6315803527832,66.66667175292969,5,4.761904716491699,4.761904716491699,4.761904716491699,7.01779842376709,8589934592,2147483648,6209912832,407961600
207,1772003500449,3204,3204,3204,3204,3204,3204,3204,3204,50,40,47.619049072265625,28.571430206298828,0,0,0,0,7.01779842376709,8589934592,2147483648,6222938112,407961600
209,1772003500657,3204,3204,3204,3204,3204,3204,3204,3204,50,42.85714340209961,45.45454788208008,50,15.000000953674316,14.285715103149414,5,4.761904716491699,7.01779842376709,8589934592,2147483648,6211174400,407961600
211,1772003500867,3204,3204,3204,3204,3204,3204,3204,3204,95.45454406738281,100,100,95.45454406738281,33.333335876464844,23.809524536132813,9.523809432983398,5,7.402092456817627,8589934592,2147483648,6211174400,407961600
209,1772003501079,3204,3204,3204,3204,3204,3204,3204,3204,76.19047546386719,63.6363639831543,76.19047546386719,60.000003814697266,13.636363983154297,23.809524536132813,4.761904716491699,4.545454502105713,7.402092456817627,8589934592,2147483648,6211174400,407961600
209,1772003501289,3204,3204,3204,3204,3204,3204,3204,3204,76.19047546386719,75,66.66667175292969,72.7272720336914,5,9.523809432983398,4.761904716491699,4.761904716491699,7.402092456817627,8589934592,2147483648,6209093632,407961600
209,1772003501498,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,68.18181610107422,61.904762268066406,60.000003814697266,4.761904716491699,0,0,0,7.402092456817627,8589934592,2147483648,6210732032,407961600
201,1772003501709,3204,3204,3204,3204,3204,3204,3204,3204,80.95238494873047,65,76.19047546386719,57.142860412597656,38.095237731933594,54.54545593261719,38.095237731933594,33.333335876464844,7.402092456817627,8589934592,2147483648,6211649536,407961600
205,1772003501910,3204,3204,3204,3204,3204,3204,3204,3204,70,57.142860412597656,60.000003814697266,75,15.000000953674316,10,9.523809432983398,5.263157844543457,7.594428539276123,8589934592,2147483648,6206226432,407961600
207,1772003502116,3204,3204,3204,3204,3204,3204,3204,3204,80,90,85.71428680419922,85,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,7.594428539276123,8589934592,2147483648,6206308352,407961600
206,1772003502325,3204,3204,3204,3204,3204,3204,3204,3204,68.18181610107422,66.66667175292969,65,60.000003814697266,33.333335876464844,0,0,0,7.594428539276123,8589934592,2147483648,6202032128,407961600
208,1772003502532,3204,3204,3204,3204,3204,3204,3204,3204,75,76.19047546386719,66.66667175292969,72.7272720336914,5,10,4.761904716491699,4.761904716491699,7.594428539276123,8589934592,2147483648,6206210048,407961600
209,1772003502742,3204,3204,3204,3204,3204,3204,3204,3204,70,61.904762268066406,75,52.38095474243164,9.090909004211426,9.090909004211426,0,0,7.594428539276123,8589934592,2147483648,6206980096,407961600
209,1772003502951,3204,3204,3204,3204,3204,3204,3204,3204,72.7272720336914,76.19047546386719,77.2727279663086,68.18181610107422,45,10,4.761904716491699,0,8.921880722045898,8589934592,2147483648,6178996224,407961600
207,1772003503161,3204,3204,3204,3204,3204,3204,3204,3204,75,70,66.66667175292969,55,9.090909004211426,9.523809432983398,4.761904716491699,4.761904716491699,8.921880722045898,8589934592,2147483648,6178996224,407961600
204,1772003503369,3204,3204,3204,3204,3204,3204,3204,3204,71.42857360839844,72.7272720336914,70,71.42857360839844,0,0,0,4.545454502105713,8.921880722045898,8589934592,2147483648,6178848768,407961600
201,1772003503574,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,55,57.142860412597656,42.105262756347656,4.761904716491699,9.523809432983398,0,0,8.921880722045898,8589934592,2147483648,6177292288,407961600
204,1772003503776,3204,3204,3204,3204,3204,3204,3204,3204,55,50,45,66.66667175292969,10,10,10,5,8.921880722045898,8589934592,2147483648,6179586048,407961600
203,1772003503981,3204,3204,3204,3204,3204,3204,3204,3204,45,50,57.142860412597656,50,10,5,4.761904716491699,9.523809432983398,8.016195297241211,8589934592,2147483648,6181732352,407961600
206,1772003504185,3204,3204,3204,3204,3204,3204,3204,3204,55,65,55,71.42857360839844,10,9.523809432983398,5,0,8.016195297241211,8589934592,2147483648,6178734080,407961600
204,1772003504391,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,52.38095474243164,52.38095474243164,40,50,47.619049072265625,4.761904716491699,4.761904716491699,8.016195297241211,8589934592,2147483648,6136791040,407961600
209,1772003504597,3204,3204,3204,3204,3204,3204,3204,3204,45,65,42.105262756347656,47.619049072265625,9.090909004211426,0,0,0,8.016195297241211,8589934592,2147483648,6124716032,407961600
200,1772003504807,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,59.09090805053711,61.904762268066406,57.142860412597656,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,8.016195297241211,8589934592,2147483648,6124470272,407961600
209,1772003505008,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,47.36842346191406,47.619049072265625,50,10.526315689086914,15.000000953674316,5.263157844543457,0,7.436009883880615,8589934592,2147483648,6121275392,407961600
205,1772003505218,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,68.18181610107422,52.38095474243164,52.38095474243164,23.809524536132813,19.047618865966797,9.090909004211426,4.761904716491699,7.436009883880615,8589934592,2147483648,6107316224,407961600
209,1772003505425,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,47.619049072265625,55,57.142860412597656,42.85714340209961,5,5,4.761904716491699,7.436009883880615,8589934592,2147483648,6110576640,407961600
200,1772003505635,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,50,47.619049072265625,45,14.285715103149414,9.523809432983398,13.636363983154297,0,7.436009883880615,8589934592,2147483648,6105874432,407961600
199,1772003505835,3204,3204,3204,3204,3204,3204,3204,3204,45,50,38.095237731933594,45,15.000000953674316,14.285715103149414,5,5,7.436009883880615,8589934592,2147483648,6109102080,407961600
207,1772003506036,3204,3204,3204,3204,3204,3204,3204,3204,47.36842346191406,50,42.105262756347656,45,5,0,0,0,7.697458744049072,8589934592,2147483648,6104301568,407961600
209,1772003506243,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,35,30.000001907348633,33.333335876464844,38.095237731933594,40,9.090909004211426,5,7.697458744049072,8589934592,2147483648,6122946560,407961600
209,1772003506453,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,38.095237731933594,33.333335876464844,28.571430206298828,30.000001907348633,27.272727966308594,14.285715103149414,4.761904716491699,7.697458744049072,8589934592,2147483648,6144720896,407961600
202,1772003506662,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,66.66667175292969,61.904762268066406,60.000003814697266,28.571430206298828,23.809524536132813,5,13.636363983154297,7.697458744049072,8589934592,2147483648,6156746752,407961600
199,1772003506866,3204,3204,3204,3204,3204,3204,3204,3204,45,55,28.571430206298828,30.000001907348633,19.047618865966797,10,5,5,7.657999515533447,8589934592,2147483648,6157451264,407961600
208,1772003507066,3204,3204,3204,3204,3204,3204,3204,3204,47.36842346191406,50,36.842105865478516,42.85714340209961,5,5,0,0,7.657999515533447,8589934592,2147483648,6156910592,407961600
208,1772003507275,3204,3204,3204,3204,3204,3204,3204,3204,71.42857360839844,66.66667175292969,66.66667175292969,65,30.000001907348633,20,9.523809432983398,4.761904716491699,7.657999515533447,8589934592,2147483648,6150635520,407961600
207,1772003507484,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,70,61.904762268066406,71.42857360839844,5,9.090909004211426,9.523809432983398,0,7.657999515533447,8589934592,2147483648,6160416768,407961600
199,1772003507691,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,76.19047546386719,75,71.42857360839844,18.18181800842285,4.761904716491699,33.333335876464844,4.761904716491699,7.657999515533447,8589934592,2147483648,6163316736,407961600
209,1772003507891,3204,3204,3204,3204,3204,3204,3204,3204,70,80,70,68.42105102539063,25,5,0,0,8.680908203125,8589934592,2147483648,6155894784,407961600
207,1772003508101,3204,3204,3204,3204,3204,3204,3204,3204,63.6363639831543,71.42857360839844,68.18181610107422,61.904762268066406,9.523809432983398,0,4.761904716491699,4.545454502105713,8.680908203125,8589934592,2147483648,6157254656,407961600
204,1772003508309,3204,3204,3204,3204,3204,3204,3204,3204,65,50,45,52.38095474243164,10,13.636363983154297,0,0,8.680908203125,8589934592,2147483648,6158974976,407961600
208,1772003508514,3204,3204,3204,3204,3204,3204,3204,3204,55,61.904762268066406,60.000003814697266,52.38095474243164,5,5,4.761904716491699,5,8.680908203125,8589934592,2147483648,6159417344,407961600
209,1772003508723,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,61.904762268066406,47.619049072265625,66.66667175292969,18.18181800842285,33.333335876464844,4.761904716491699,0,8.680908203125,8589934592,2147483648,6158663680,407961600
208,1772003508933,3204,3204,3204,3204,3204,3204,3204,3204,59.09090805053711,50,42.85714340209961,45,14.285715103149414,5,0,4.761904716491699,7.842711925506592,8589934592,2147483648,6158663680,407961600
205,1772003509142,3204,3204,3204,3204,3204,3204,3204,3204,45,66.66667175292969,60.000003814697266,42.85714340209961,9.523809432983398,9.090909004211426,4.761904716491699,4.761904716491699,7.842711925506592,8589934592,2147483648,6158663680,407961600
208,1772003509348,3204,3204,3204,3204,3204,3204,3204,3204,70,65,57.142860412597656,52.38095474243164,35,21.052631378173828,19.047618865966797,9.523809432983398,7.842711925506592,8589934592,2147483648,6158663680,407961600
209,1772003509556,3204,3204,3204,3204,3204,3204,3204,3204,63.6363639831543,38.095237731933594,47.619049072265625,35,5,9.090909004211426,9.523809432983398,9.523809432983398,7.842711925506592,8589934592,2147483648,6155386880,407961600
207,1772003509766,3204,3204,3204,3204,3204,3204,3204,3204,55,47.619049072265625,54.54545593261719,47.619049072265625,36.3636360168457,0,0,0,7.842711925506592,8589934592,2147483648,6157189120,407961600
208,1772003509974,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,47.619049072265625,55,42.85714340209961,0,4.545454502105713,4.761904716491699,0,8.563230514526367,8589934592,2147483648,6157189120,407961600
206,1772003510182,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,52.38095474243164,45,47.619049072265625,4.761904716491699,0,0,4.761904716491699,8.563230514526367,8589934592,2147483648,6157189120,407961600
207,1772003510389,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,40,38.095237731933594,61.904762268066406,0,0,0,0,8.563230514526367,8589934592,2147483648,6157189120,407961600
206,1772003510596,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,42.85714340209961,57.142860412597656,40,4.761904716491699,9.090909004211426,4.761904716491699,0,8.563230514526367,8589934592,2147483648,6159810560,407961600
204,1772003510803,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,38.095237731933594,60.000003814697266,40,4.761904716491699,4.761904716491699,0,0,8.563230514526367,8589934592,2147483648,6155616256,407961600
201,1772003511008,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,57.894737243652344,42.85714340209961,38.095237731933594,4.761904716491699,0,4.761904716491699,4.545454502105713,7.564558029174805,8589934592,2147483648,6157418496,407961600
208,1772003511210,3204,3204,3204,3204,3204,3204,3204,3204,52.6315803527832,52.38095474243164,42.105262756347656,35,0,0,0,0,7.564558029174805,8589934592,2147483648,6156877824,407961600
209,1772003511420,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,57.142860412597656,59.09090805053711,45.45454788208008,5,4.761904716491699,4.761904716491699,0,7.564558029174805,8589934592,2147483648,6155108352,407961600
200,1772003511630,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,33.333335876464844,55,40,25,14.285715103149414,0,9.523809432983398,7.564558029174805,8589934592,2147483648,6157418496,407961600
201,1772003511831,3204,3204,3204,3204,3204,3204,3204,3204,50,31.57894515991211,47.619049072265625,40,13.636363983154297,0,9.523809432983398,0,7.564558029174805,8589934592,2147483648,6143246336,407961600
207,1772003512032,3204,3204,3204,3204,3204,3204,3204,3204,40,40,40,35,5,5,0,0,6.667751789093018,8589934592,2147483648,6144114688,407961600
208,1772003512241,3204,3204,3204,3204,3204,3204,3204,3204,55,47.619049072265625,45,42.85714340209961,4.761904716491699,4.761904716491699,0,4.761904716491699,6.667751789093018,8589934592,2147483648,6146883584,407961600
206,1772003512449,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,50,47.619049072265625,42.85714340209961,5,9.090909004211426,4.761904716491699,4.761904716491699,6.667751789093018,8589934592,2147483648,6147702784,407961600
207,1772003512656,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,42.105262756347656,52.38095474243164,40,4.761904716491699,5,4.761904716491699,0,6.667751789093018,8589934592,2147483648,6145163264,407961600
209,1772003512864,3204,3204,3204,3204,3204,3204,3204,3204,35,36.3636360168457,35,28.571430206298828,15.000000953674316,19.047618865966797,4.761904716491699,4.761904716491699,6.93601131439209,8589934592,2147483648,6144016384,407961600
206,1772003513075,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,23.809524536132813,23.809524536132813,14.285715103149414,9.523809432983398,0,0,0,6.93601131439209,8589934592,2147483648,6145556480,407961600
206,1772003513281,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,30.000001907348633,28.571430206298828,25,0,4.761904716491699,0,0,6.93601131439209,8589934592,2147483648,6145556480,407961600
201,1772003513489,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,23.809524536132813,19.047618865966797,14.285715103149414,4.761904716491699,0,4.761904716491699,4.761904716491699,6.93601131439209,8589934592,2147483648,6145556480,407961600
209,1772003513690,3204,3204,3204,3204,3204,3204,3204,3204,35,35,35,33.333335876464844,19.047618865966797,5,10,0,6.93601131439209,8589934592,2147483648,6143852544,407961600
207,1772003513900,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,30.000001907348633,23.809524536132813,25,20,9.523809432983398,4.761904716491699,4.545454502105713,6.668342590332031,8589934592,2147483648,6144196608,407961600
204,1772003514108,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,23.809524536132813,19.047618865966797,19.047618865966797,4.761904716491699,9.090909004211426,0,0,6.668342590332031,8589934592,2147483648,6144425984,407961600
204,1772003514312,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,30.000001907348633,15.789472579956055,10.526315689086914,5,5,5,4.761904716491699,6.668342590332031,8589934592,2147483648,6144638976,407961600
199,1772003514517,3204,3204,3204,3204,3204,3204,3204,3204,35,25,27.272727966308594,23.809524536132813,0,4.761904716491699,0,0,6.668342590332031,8589934592,2147483648,6144475136,407961600
205,1772003514718,3204,3204,3204,3204,3204,3204,3204,3204,25,28.571430206298828,21.052631378173828,20,10,5.263157844543457,5,9.523809432983398,6.668342590332031,8589934592,2147483648,6144753664,407961600
207,1772003514924,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,30.000001907348633,25,19.047618865966797,0,0,0,0,6.01892614364624,8589934592,2147483648,6144704512,407961600
209,1772003515132,3204,3204,3204,3204,3204,3204,3204,3204,26.3157901763916,28.571430206298828,23.809524536132813,15.000000953674316,4.761904716491699,0,0,0,6.01892614364624,8589934592,2147483648,6146785280,407961600
202,1772003515342,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,33.333335876464844,19.047618865966797,22.72727394104004,0,4.761904716491699,8.69565200805664,0,6.01892614364624,8589934592,2147483648,6146801664,407961600
201,1772003515544,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,20,25,20,0,0,0,0,6.01892614364624,8589934592,2147483648,6146736128,407961600
209,1772003515746,3204,3204,3204,3204,3204,3204,3204,3204,35,35,30.000001907348633,25,28.571430206298828,5.263157844543457,5,0,6.01892614364624,8589934592,2147483648,6142099456,407961600
207,1772003515956,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,30.000001907348633,28.571430206298828,23.809524536132813,20,17.39130401611328,0,4.545454502105713,5.92809534072876,8589934592,2147483648,6134169600,407961600
