Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772014912972,3204,3204,3204,3204,3204,3204,3204,3204,0,50,0,NaN,0,NaN,0,0,4.746969699859619,8589934592,2147483648,5918212096,366018560
209,1772014912972,3204,3204,3204,3204,3204,3204,3204,3204,NaN,NaN,NaN,100,NaN,0,0,0,4.746969699859619,8589934592,2147483648,5918212096,366018560
204,1772014913183,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,42.85714340209961,47.619049072265625,38.095237731933594,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,4.746969699859619,8589934592,2147483648,5918212096,366018560
200,1772014913388,3204,3204,3204,3204,3204,3204,3204,3204,80,76.19047546386719,71.42857360839844,66.66667175292969,0,0,0,0,4.81574821472168,8589934592,2147483648,5918212096,366018560
209,1772014913589,3204,3204,3204,3204,3204,3204,3204,3204,75,75,80,78.94737243652344,9.090909004211426,9.090909004211426,0,0,4.81574821472168,8589934592,2147483648,5935398912,366018560
208,1772014913799,3204,3204,3204,3204,3204,3204,3204,3204,95.23809814453125,95.23809814453125,95.45454406738281,95.23809814453125,21.052631378173828,10,9.090909004211426,4.761904716491699,4.81574821472168,8589934592,2147483648,5921849344,366018560
209,1772014914007,3204,3204,3204,3204,3204,3204,3204,3204,90.47618865966797,90,90,90,4.545454502105713,0,4.545454502105713,0,4.81574821472168,8589934592,2147483648,5896585216,366018560
209,1772014914217,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,36.3636360168457,33.333335876464844,19.047618865966797,0,4.545454502105713,0,0,4.81574821472168,8589934592,2147483648,5895045120,366018560
209,1772014914427,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,40,33.333335876464844,22.72727394104004,4.545454502105713,0,0,4.761904716491699,5.660407066345215,8589934592,2147483648,5877727232,366018560
204,1772014914637,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,57.142860412597656,52.38095474243164,42.85714340209961,9.523809432983398,9.523809432983398,9.090909004211426,9.090909004211426,5.660407066345215,8589934592,2147483648,5888737280,366018560
209,1772014914842,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,42.85714340209961,35,30.000001907348633,0,0,0,0,5.660407066345215,8589934592,2147483648,5874401280,366018560
204,1772014915052,3204,3204,3204,3204,3204,3204,3204,3204,26.3157901763916,33.333335876464844,25,20,9.523809432983398,0,0,0,5.660407066345215,8589934592,2147483648,5861326848,366018560
209,1772014915257,3204,3204,3204,3204,3204,3204,3204,3204,63.6363639831543,57.894737243652344,47.619049072265625,52.38095474243164,25,15.000000953674316,10.526315689086914,20,5.660407066345215,8589934592,2147483648,5826035712,366018560
208,1772014915467,3204,3204,3204,3204,3204,3204,3204,3204,78.94737243652344,71.42857360839844,76.19047546386719,85.71428680419922,0,9.090909004211426,0,0,6.168494701385498,8589934592,2147483648,5827215360,366018560
208,1772014915677,3204,3204,3204,3204,3204,3204,3204,3204,72.7272720336914,70,77.2727279663086,76.19047546386719,4.545454502105713,0,0,0,6.168494701385498,8589934592,2147483648,5829345280,366018560
209,1772014915885,3204,3204,3204,3204,3204,3204,3204,3204,76.19047546386719,63.6363639831543,65,54.54545593261719,0,0,4.545454502105713,0,6.168494701385498,8589934592,2147483648,5828722688,366018560
201,1772014916095,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,57.142860412597656,65,40,0,0,0,0,6.168494701385498,8589934592,2147483648,5829869568,366018560
202,1772014916298,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,70,71.42857360839844,65,0,0,0,0,6.168494701385498,8589934592,2147483648,5833441280,366018560
205,1772014916501,3204,3204,3204,3204,3204,3204,3204,3204,55,60.000003814697266,70,50,4.761904716491699,5,0,5,6.109125137329102,8589934592,2147483648,5832572928,366018560
206,1772014916707,3204,3204,3204,3204,3204,3204,3204,3204,85,68.18181610107422,61.904762268066406,42.85714340209961,0,0,4.545454502105713,0,6.109125137329102,8589934592,2147483648,5831032832,366018560
199,1772014916914,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,30.000001907348633,40,60.000003814697266,13.636363983154297,4.545454502105713,25,0,6.109125137329102,8589934592,2147483648,5830033408,366018560
202,1772014917114,3204,3204,3204,3204,3204,3204,3204,3204,55,63.15789031982422,65,52.38095474243164,0,0,0,0,6.109125137329102,8589934592,2147483648,5830066176,366018560
209,1772014917317,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,40,60.000003814697266,45,5,5,5,10,6.109125137329102,8589934592,2147483648,5807079424,366018560
207,1772014917527,3204,3204,3204,3204,3204,3204,3204,3204,55,50,36.3636360168457,25,4.545454502105713,0,4.545454502105713,0,6.045563220977783,8589934592,2147483648,5807226880,366018560
202,1772014917735,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,38.095237731933594,55,47.619049072265625,5,33.333335876464844,33.333335876464844,4.761904716491699,6.045563220977783,8589934592,2147483648,5807783936,366018560
206,1772014917938,3204,3204,3204,3204,3204,3204,3204,3204,45,40,38.095237731933594,45,15.000000953674316,15.000000953674316,5,0,6.045563220977783,8589934592,2147483648,5767495680,366018560
205,1772014918145,3204,3204,3204,3204,3204,3204,3204,3204,50,50,61.904762268066406,52.38095474243164,18.18181800842285,10,9.523809432983398,13.636363983154297,6.045563220977783,8589934592,2147483648,5769117696,366018560
201,1772014918350,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,52.38095474243164,31.57894515991211,42.85714340209961,5,9.090909004211426,0,0,6.045563220977783,8589934592,2147483648,5770919936,366018560
