Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772008663334,3204,3204,3204,3204,3204,3204,3204,3204,100,50,NaN,50,NaN,50,0,NaN,5.716104030609131,8589934592,2147483648,6021136384,407961600
203,1772008663334,3204,3204,3204,3204,3204,3204,3204,3204,100,NaN,0,NaN,100,NaN,NaN,0,5.716104030609131,8589934592,2147483648,6021840896,407961600
206,1772008663538,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,20,10,14.285715103149414,5,5,4.761904716491699,4.761904716491699,5.716104030609131,8589934592,2147483648,6022561792,407961600
209,1772008663745,3204,3204,3204,3204,3204,3204,3204,3204,63.15789031982422,65,66.66667175292969,60.000003814697266,19.047618865966797,0,0,0,5.084352493286133,8589934592,2147483648,6033195008,407961600
209,1772008663955,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,47.619049072265625,42.85714340209961,33.333335876464844,23.809524536132813,18.18181800842285,0,0,5.084352493286133,8589934592,2147483648,6027264000,407961600
206,1772008664164,3204,3204,3204,3204,3204,3204,3204,3204,65,54.54545593261719,47.619049072265625,52.38095474243164,0,0,0,0,5.084352493286133,8589934592,2147483648,6016942080,407961600
206,1772008664371,3204,3204,3204,3204,3204,3204,3204,3204,45.45454788208008,36.842105865478516,40,30.000001907348633,0,0,0,0,5.084352493286133,8589934592,2147483648,6008143872,407961600
203,1772008664577,3204,3204,3204,3204,3204,3204,3204,3204,45,36.3636360168457,30.000001907348633,33.333335876464844,4.761904716491699,4.761904716491699,0,0,5.084352493286133,8589934592,2147483648,6003703808,407961600
199,1772008664781,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,47.36842346191406,42.85714340209961,31.57894515991211,0,0,4.761904716491699,0,6.764420032501221,8589934592,2147483648,6007537664,407961600
205,1772008664981,3204,3204,3204,3204,3204,3204,3204,3204,50,60.000003814697266,45,52.38095474243164,19.047618865966797,10,5.263157844543457,14.285715103149414,6.764420032501221,8589934592,2147483648,5989056512,407961600
209,1772008665188,3204,3204,3204,3204,3204,3204,3204,3204,42.105262756347656,47.619049072265625,38.095237731933594,33.333335876464844,10,14.285715103149414,4.761904716491699,5,6.764420032501221,8589934592,2147483648,5985763328,407961600
