Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772007303663,3204,3204,3204,3204,3204,3204,3204,3204,NaN,0,NaN,100,0,NaN,0,0,6.006712913513184,8589934592,2147483648,6582878208,407961600
210,1772007303663,3204,3204,3204,3204,3204,3204,3204,3204,NaN,100,100,NaN,NaN,0,NaN,0,6.006712913513184,8589934592,2147483648,6583599104,407961600
207,1772007303874,3204,3204,3204,3204,3204,3204,3204,3204,27.272727966308594,23.809524536132813,20,22.72727394104004,9.090909004211426,4.761904716491699,0,4.761904716491699,6.2028279304504395,8589934592,2147483648,6579191808,407961600
208,1772007304082,3204,3204,3204,3204,3204,3204,3204,3204,45,45,36.3636360168457,30.000001907348633,4.545454502105713,0,0,0,6.2028279304504395,8589934592,2147483648,6571360256,407961600
204,1772007304291,3204,3204,3204,3204,3204,3204,3204,3204,85.71428680419922,81.81818389892578,80.95238494873047,75,25,27.272727966308594,19.047618865966797,5,6.2028279304504395,8589934592,2147483648,6516850688,407961600
202,1772007304496,3204,3204,3204,3204,3204,3204,3204,3204,50,47.36842346191406,50,40.90909194946289,10.526315689086914,15.000000953674316,4.761904716491699,4.761904716491699,6.2028279304504395,8589934592,2147483648,6524026880,407961600
202,1772007304699,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,47.619049072265625,45,47.36842346191406,23.809524536132813,20,5,9.523809432983398,6.523979187011719,8589934592,2147483648,6514130944,407961600
204,1772007304902,3204,3204,3204,3204,3204,3204,3204,3204,42.105262756347656,47.619049072265625,35,33.333335876464844,5,5,5,0,6.523979187011719,8589934592,2147483648,6514130944,407961600
209,1772007305107,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,50,50,50,18.18181800842285,14.285715103149414,9.090909004211426,4.761904716491699,6.523979187011719,8589934592,2147483648,6514130944,407961600
206,1772007305317,3204,3204,3204,3204,3204,3204,3204,3204,45,45,38.095237731933594,33.333335876464844,5,4.761904716491699,4.761904716491699,4.761904716491699,6.523979187011719,8589934592,2147483648,6469910528,407961600
204,1772007305524,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,55,45,38.095237731933594,0,0,0,0,6.523979187011719,8589934592,2147483648,6449741824,407961600
205,1772007305729,3204,3204,3204,3204,3204,3204,3204,3204,50,45.45454788208008,40.90909194946289,47.36842346191406,0,0,0,0,7.091917514801025,8589934592,2147483648,6441664512,407961600
204,1772007305935,3204,3204,3204,3204,3204,3204,3204,3204,45,45,50,38.095237731933594,5,9.523809432983398,5,4.761904716491699,7.091917514801025,8589934592,2147483648,6435520512,407961600
201,1772007306140,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,35,33.333335876464844,28.571430206298828,0,0,0,0,7.091917514801025,8589934592,2147483648,6435897344,407961600
209,1772007306341,3204,3204,3204,3204,3204,3204,3204,3204,75,75,78.94737243652344,70,19.047618865966797,14.285715103149414,25,0,7.091917514801025,8589934592,2147483648,6396952576,407961600
209,1772007306552,3204,3204,3204,3204,3204,3204,3204,3204,80.95238494873047,85.71428680419922,90.47618865966797,80.95238494873047,23.809524536132813,20,5,14.285715103149414,7.091917514801025,8589934592,2147483648,6357286912,407961600
199,1772007306762,3204,3204,3204,3204,3204,3204,3204,3204,77.2727279663086,76.19047546386719,52.38095474243164,47.619049072265625,14.285715103149414,22.72727394104004,4.761904716491699,0,7.034890651702881,8589934592,2147483648,6357286912,407961600
205,1772007306962,3204,3204,3204,3204,3204,3204,3204,3204,55.55555725097656,70,60.000003814697266,65,5.263157844543457,5.263157844543457,5,5,7.034890651702881,8589934592,2147483648,6357286912,407961600
204,1772007307168,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,65,66.66667175292969,65,45.45454788208008,5,9.090909004211426,4.761904716491699,7.034890651702881,8589934592,2147483648,6357286912,407961600
208,1772007307373,3204,3204,3204,3204,3204,3204,3204,3204,80.95238494873047,61.904762268066406,63.15789031982422,65,5.263157844543457,13.636363983154297,5,15.000000953674316,7.034890651702881,8589934592,2147483648,6367526912,407961600
200,1772007307582,3204,3204,3204,3204,3204,3204,3204,3204,71.42857360839844,65,76.19047546386719,66.66667175292969,22.72727394104004,30.000001907348633,9.523809432983398,9.090909004211426,7.034890651702881,8589934592,2147483648,6323896320,407961600
203,1772007307783,3204,3204,3204,3204,3204,3204,3204,3204,45,47.619049072265625,71.42857360839844,42.85714340209961,26.3157901763916,10,10,10,7.626297473907471,8589934592,2147483648,6297780224,407961600
208,1772007307987,3204,3204,3204,3204,3204,3204,3204,3204,65,55,55,47.36842346191406,22.72727394104004,28.571430206298828,35,20,7.626297473907471,8589934592,2147483648,6271565824,407961600
203,1772007308196,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,47.619049072265625,61.904762268066406,45.45454788208008,15.000000953674316,19.047618865966797,9.090909004211426,0,7.626297473907471,8589934592,2147483648,6271565824,407961600
208,1772007308400,3204,3204,3204,3204,3204,3204,3204,3204,70,68.42105102539063,61.904762268066406,65,10,5,10,4.761904716491699,7.626297473907471,8589934592,2147483648,6229344256,407961600
206,1772007308609,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,68.18181610107422,75,80,36.3636360168457,20,10,13.636363983154297,7.626297473907471,8589934592,2147483648,6222741504,407961600
209,1772007308816,3204,3204,3204,3204,3204,3204,3204,3204,80,70,71.42857360839844,76.19047546386719,35,28.571430206298828,19.047618865966797,10,7.982972145080566,8589934592,2147483648,6234652672,407961600
204,1772007309026,3204,3204,3204,3204,3204,3204,3204,3204,95.23809814453125,90.90909576416016,90.47618865966797,95,35,33.333335876464844,28.571430206298828,25,7.982972145080566,8589934592,2147483648,6234652672,407961600
208,1772007309230,3204,3204,3204,3204,3204,3204,3204,3204,71.42857360839844,68.42105102539063,70,54.54545593261719,0,4.761904716491699,0,0,7.982972145080566,8589934592,2147483648,6234652672,407961600
204,1772007309440,3204,3204,3204,3204,3204,3204,3204,3204,85.71428680419922,81.81818389892578,85.71428680419922,85,9.090909004211426,0,0,4.761904716491699,7.982972145080566,8589934592,2147483648,6225657856,407961600
199,1772007309645,3204,3204,3204,3204,3204,3204,3204,3204,85,85,85,70,5,5,4.761904716491699,0,7.982972145080566,8589934592,2147483648,6230802432,407961600
203,1772007309845,3204,3204,3204,3204,3204,3204,3204,3204,84.21052551269531,80,80,75,10,9.523809432983398,5,4.761904716491699,8.845816612243652,8589934592,2147483648,6248038400,407961600
201,1772007310048,3204,3204,3204,3204,3204,3204,3204,3204,90,89.47368621826172,89.47368621826172,90,5,5,0,0,8.845816612243652,8589934592,2147483648,6252625920,407961600
205,1772007310250,3204,3204,3204,3204,3204,3204,3204,3204,85,89.47368621826172,76.19047546386719,85,15.000000953674316,5.263157844543457,40,5,8.845816612243652,8589934592,2147483648,6236717056,407961600
209,1772007310456,3204,3204,3204,3204,3204,3204,3204,3204,85,71.42857360839844,85,71.42857360839844,5,9.090909004211426,0,4.761904716491699,8.845816612243652,8589934592,2147483648,6240403456,407961600
209,1772007310666,3204,3204,3204,3204,3204,3204,3204,3204,80,80.95238494873047,81.81818389892578,80,14.285715103149414,4.761904716491699,9.523809432983398,9.523809432983398,8.845816612243652,8589934592,2147483648,6249889792,407961600
209,1772007310876,3204,3204,3204,3204,3204,3204,3204,3204,86.36363983154297,85,84.21052551269531,80,23.809524536132813,19.047618865966797,0,0,8.646428108215332,8589934592,2147483648,6211305472,407961600
204,1772007311086,3204,3204,3204,3204,3204,3204,3204,3204,85,80.95238494873047,80.95238494873047,80.95238494873047,9.523809432983398,5,4.761904716491699,4.761904716491699,8.646428108215332,8589934592,2147483648,6264848384,407961600
205,1772007311291,3204,3204,3204,3204,3204,3204,3204,3204,80.95238494873047,80,76.19047546386719,76.19047546386719,4.761904716491699,4.761904716491699,0,0,8.646428108215332,8589934592,2147483648,6264406016,407961600
208,1772007311497,3204,3204,3204,3204,3204,3204,3204,3204,78.94737243652344,72.7272720336914,70,70,5,14.285715103149414,4.761904716491699,5,8.646428108215332,8589934592,2147483648,6252724224,407961600
202,1772007311706,3204,3204,3204,3204,3204,3204,3204,3204,85.71428680419922,75,80.95238494873047,76.19047546386719,19.047618865966797,14.285715103149414,9.523809432983398,9.523809432983398,8.335762023925781,8589934592,2147483648,6281592832,407961600
