Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771998060867,3204,3204,3204,3204,3204,3204,3204,3204,0,NaN,NaN,100,0,0,0,NaN,5.058930397033691,8589934592,2147483648,6180126720,407961600
209,1771998060867,3204,3204,3204,3204,3204,3204,3204,3204,NaN,100,0,0,NaN,0,NaN,0,5.058930397033691,8589934592,2147483648,6180126720,407961600
209,1771998061078,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,30.000001907348633,38.095237731933594,25,9.090909004211426,5,4.545454502105713,4.761904716491699,5.181325435638428,8589934592,2147483648,6180126720,407961600
208,1771998061288,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,31.81818199157715,25,31.81818199157715,5,4.761904716491699,5,4.761904716491699,5.181325435638428,8589934592,2147483648,6180126720,407961600
209,1771998061497,3204,3204,3204,3204,3204,3204,3204,3204,35,35,40.90909194946289,30.000001907348633,4.761904716491699,4.761904716491699,4.545454502105713,0,5.181325435638428,8589934592,2147483648,6177095680,407961600
199,1771998061707,3204,3204,3204,3204,3204,3204,3204,3204,72.7272720336914,76.19047546386719,70,71.42857360839844,27.272727966308594,10,0,0,5.181325435638428,8589934592,2147483648,6137233408,407961600
205,1771998061907,3204,3204,3204,3204,3204,3204,3204,3204,45,52.6315803527832,42.105262756347656,31.57894515991211,20,14.285715103149414,9.523809432983398,4.761904716491699,5.181325435638428,8589934592,2147483648,6122405888,407961600
209,1771998062113,3204,3204,3204,3204,3204,3204,3204,3204,63.15789031982422,59.09090805053711,59.09090805053711,68.18181610107422,5.263157844543457,10,0,5,5.011829853057861,8589934592,2147483648,6097879040,407961600
203,1771998062323,3204,3204,3204,3204,3204,3204,3204,3204,40.90909194946289,40,30.000001907348633,28.571430206298828,22.72727394104004,18.18181800842285,4.545454502105713,0,5.011829853057861,8589934592,2147483648,6092308480,407961600
201,1771998062527,3204,3204,3204,3204,3204,3204,3204,3204,50,40,33.333335876464844,30.000001907348633,21.052631378173828,15.000000953674316,5,4.761904716491699,5.011829853057861,8589934592,2147483648,6061408256,407961600
200,1771998062728,3204,3204,3204,3204,3204,3204,3204,3204,50,47.619049072265625,50,42.105262756347656,13.636363983154297,10,5,0,5.011829853057861,8589934592,2147483648,6068895744,407961600
209,1771998062929,3204,3204,3204,3204,3204,3204,3204,3204,57.894737243652344,36.842105865478516,45,47.619049072265625,10.526315689086914,0,0,4.761904716491699,5.011829853057861,8589934592,2147483648,6068944896,407961600
209,1771998063139,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,40,33.333335876464844,38.095237731933594,9.523809432983398,18.18181800842285,4.545454502105713,0,5.712774753570557,8589934592,2147483648,6070403072,407961600
204,1771998063349,3204,3204,3204,3204,3204,3204,3204,3204,76.19047546386719,69.56521606445313,75,61.904762268066406,4.761904716491699,0,0,0,5.712774753570557,8589934592,2147483648,6076776448,407961600
208,1771998063554,3204,3204,3204,3204,3204,3204,3204,3204,80.95238494873047,80,76.19047546386719,71.42857360839844,14.285715103149414,9.523809432983398,4.761904716491699,0,5.712774753570557,8589934592,2147483648,6083231744,407961600
205,1771998063764,3204,3204,3204,3204,3204,3204,3204,3204,70,75,61.904762268066406,65,0,19.047618865966797,0,4.761904716491699,5.712774753570557,8589934592,2147483648,6070091776,407961600
203,1771998063969,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,71.42857360839844,65,66.66667175292969,5,5,5,4.761904716491699,5.712774753570557,8589934592,2147483648,6070091776,407961600
207,1771998064173,3204,3204,3204,3204,3204,3204,3204,3204,70,61.904762268066406,66.66667175292969,70,13.636363983154297,5,4.761904716491699,0,5.7131667137146,8589934592,2147483648,6070091776,407961600
201,1771998064381,3204,3204,3204,3204,3204,3204,3204,3204,85.71428680419922,85.71428680419922,80,80,30.000001907348633,23.809524536132813,9.523809432983398,13.043478012084961,5.7131667137146,8589934592,2147483648,6070091776,407961600
205,1771998064583,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,57.894737243652344,71.42857360839844,52.38095474243164,10,4.761904716491699,0,0,5.7131667137146,8589934592,2147483648,6070304768,407961600
200,1771998064790,3204,3204,3204,3204,3204,3204,3204,3204,65,71.42857360839844,60.000003814697266,70,22.72727394104004,0,0,14.285715103149414,5.7131667137146,8589934592,2147483648,6071549952,407961600
202,1771998064991,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,63.15789031982422,68.42105102539063,61.904762268066406,5.263157844543457,5,4.761904716491699,0,5.7131667137146,8589934592,2147483648,6070468608,407961600
202,1771998065194,3204,3204,3204,3204,3204,3204,3204,3204,65,85.71428680419922,61.904762268066406,68.42105102539063,14.285715103149414,10,5,9.523809432983398,6.565214157104492,8589934592,2147483648,6085689344,407961600
209,1771998065398,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,65,70,55,5.263157844543457,9.523809432983398,5,5,6.565214157104492,8589934592,2147483648,6097600512,407961600
204,1771998065608,3204,3204,3204,3204,3204,3204,3204,3204,66.66667175292969,71.42857360839844,71.42857360839844,71.42857360839844,14.285715103149414,5,5,4.761904716491699,6.565214157104492,8589934592,2147483648,6087901184,407961600
209,1771998065812,3204,3204,3204,3204,3204,3204,3204,3204,57.894737243652344,55,47.619049072265625,61.904762268066406,9.090909004211426,9.090909004211426,9.090909004211426,0,6.565214157104492,8589934592,2147483648,6088572928,407961600
200,1771998066022,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,45.45454788208008,55,47.619049072265625,0,0,0,0,6.565214157104492,8589934592,2147483648,6085181440,407961600
206,1771998066223,3204,3204,3204,3204,3204,3204,3204,3204,65,55,66.66667175292969,55,5,0,0,5,6.785276412963867,8589934592,2147483648,6086787072,407961600
209,1771998066429,3204,3204,3204,3204,3204,3204,3204,3204,59.09090805053711,60.000003814697266,66.66667175292969,61.904762268066406,10.526315689086914,14.285715103149414,0,0,6.785276412963867,8589934592,2147483648,6095028224,407961600
209,1771998066639,3204,3204,3204,3204,3204,3204,3204,3204,50,55,55,45,42.85714340209961,42.85714340209961,42.85714340209961,33.333335876464844,6.785276412963867,8589934592,2147483648,6093848576,407961600
208,1771998066850,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,50,52.38095474243164,45.45454788208008,9.090909004211426,4.761904716491699,0,0,6.785276412963867,8589934592,2147483648,6085492736,407961600
209,1771998067058,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,57.142860412597656,71.42857360839844,55,4.761904716491699,0,4.761904716491699,4.761904716491699,6.785276412963867,8589934592,2147483648,6082052096,407961600
207,1771998067268,3204,3204,3204,3204,3204,3204,3204,3204,45,42.85714340209961,52.38095474243164,42.85714340209961,4.761904716491699,4.761904716491699,0,0,6.758942604064941,8589934592,2147483648,6084804608,407961600
209,1771998067476,3204,3204,3204,3204,3204,3204,3204,3204,63.6363639831543,52.38095474243164,47.619049072265625,40,5,4.761904716491699,4.761904716491699,4.761904716491699,6.758942604064941,8589934592,2147483648,6079004672,407961600
209,1771998067686,3204,3204,3204,3204,3204,3204,3204,3204,45,75,61.904762268066406,52.38095474243164,22.72727394104004,4.761904716491699,0,0,6.758942604064941,8589934592,2147483648,6081003520,407961600
205,1771998067896,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,47.619049072265625,35,40.90909194946289,20,5,0,0,6.758942604064941,8589934592,2147483648,6063013888,407961600
201,1771998068102,3204,3204,3204,3204,3204,3204,3204,3204,55,55,52.38095474243164,50,5,13.043478012084961,4.761904716491699,0,6.354464530944824,8589934592,2147483648,6061326336,407961600
208,1771998068304,3204,3204,3204,3204,3204,3204,3204,3204,50,52.38095474243164,55,50,23.809524536132813,11.111111640930176,10,10,6.354464530944824,8589934592,2147483648,6065799168,407961600
202,1771998068513,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,50,57.142860412597656,47.619049072265625,4.761904716491699,9.090909004211426,0,4.761904716491699,6.354464530944824,8589934592,2147483648,6041124864,407961600
205,1771998068715,3204,3204,3204,3204,3204,3204,3204,3204,40,60.000003814697266,55,45,30.000001907348633,19.047618865966797,9.090909004211426,0,6.354464530944824,8589934592,2147483648,6026788864,407961600
207,1771998068921,3204,3204,3204,3204,3204,3204,3204,3204,70,61.904762268066406,65,52.38095474243164,4.761904716491699,5,0,4.761904716491699,6.354464530944824,8589934592,2147483648,6033866752,407961600
206,1771998069129,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,47.619049072265625,50,40,0,0,4.761904716491699,0,6.746219635009766,8589934592,2147483648,6035013632,407961600
208,1771998069336,3204,3204,3204,3204,3204,3204,3204,3204,40,35,35,38.095237731933594,40,0,0,0,6.746219635009766,8589934592,2147483648,6031114240,407961600
208,1771998069544,3204,3204,3204,3204,3204,3204,3204,3204,50,50,40,38.095237731933594,10,9.523809432983398,4.761904716491699,4.761904716491699,6.746219635009766,8589934592,2147483648,6041993216,407961600
209,1771998069753,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,47.36842346191406,50,50,4.545454502105713,0,0,0,6.746219635009766,8589934592,2147483648,6051397632,407961600
202,1771998069963,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,61.904762268066406,55,54.54545593261719,0,0,0,0,6.746219635009766,8589934592,2147483648,6055837696,407961600
209,1771998070166,3204,3204,3204,3204,3204,3204,3204,3204,50,45,65,47.36842346191406,9.523809432983398,4.761904716491699,0,4.761904716491699,6.4269609451293945,8589934592,2147483648,6056361984,407961600
202,1771998070376,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,71.42857360839844,57.142860412597656,70,15.000000953674316,0,4.761904716491699,0,6.4269609451293945,8589934592,2147483648,6056361984,407961600
209,1771998070579,3204,3204,3204,3204,3204,3204,3204,3204,55,47.619049072265625,42.85714340209961,45.45454788208008,33.333335876464844,10,4.761904716491699,4.761904716491699,6.4269609451293945,8589934592,2147483648,6056361984,407961600
201,1771998070789,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,68.18181610107422,65,52.38095474243164,28.571430206298828,14.285715103149414,9.523809432983398,0,6.4269609451293945,8589934592,2147483648,6059147264,407961600
206,1771998070991,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,47.36842346191406,47.619049072265625,50,35,10,0,4.761904716491699,6.4269609451293945,8589934592,2147483648,6059524096,407961600
205,1771998071198,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,52.38095474243164,52.38095474243164,40,19.047618865966797,5,20,0,6.604413032531738,8589934592,2147483648,6062211072,407961600
205,1771998071404,3204,3204,3204,3204,3204,3204,3204,3204,50,57.894737243652344,36.842105865478516,47.619049072265625,15.000000953674316,9.090909004211426,5,4.761904716491699,6.604413032531738,8589934592,2147483648,6059900928,407961600
207,1771998071610,3204,3204,3204,3204,3204,3204,3204,3204,55,54.54545593261719,57.142860412597656,55,14.285715103149414,20,9.090909004211426,0,6.604413032531738,8589934592,2147483648,6058213376,407961600
209,1771998071818,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,61.904762268066406,52.38095474243164,42.85714340209961,5,0,0,4.761904716491699,6.604413032531738,8589934592,2147483648,6057312256,407961600
209,1771998072028,3204,3204,3204,3204,3204,3204,3204,3204,47.619049072265625,40,47.619049072265625,38.095237731933594,8.69565200805664,4.545454502105713,4.545454502105713,0,6.604413032531738,8589934592,2147483648,6057623552,407961600
207,1771998072238,3204,3204,3204,3204,3204,3204,3204,3204,60.000003814697266,47.619049072265625,52.38095474243164,38.095237731933594,30.000001907348633,9.523809432983398,0,4.545454502105713,6.459005355834961,8589934592,2147483648,6058639360,407961600
201,1771998072446,3204,3204,3204,3204,3204,3204,3204,3204,45.45454788208008,47.619049072265625,55,47.619049072265625,0,0,0,0,6.459005355834961,8589934592,2147483648,6058639360,407961600
209,1771998072648,3204,3204,3204,3204,3204,3204,3204,3204,45,40,57.142860412597656,45,5,5,4.761904716491699,0,6.459005355834961,8589934592,2147483648,6058639360,407961600
202,1771998072858,3204,3204,3204,3204,3204,3204,3204,3204,52.6315803527832,61.904762268066406,45,52.38095474243164,10,9.523809432983398,5,9.090909004211426,6.459005355834961,8589934592,2147483648,6067191808,407961600
206,1771998073060,3204,3204,3204,3204,3204,3204,3204,3204,45.45454788208008,45,57.142860412597656,42.85714340209961,23.809524536132813,15.000000953674316,4.761904716491699,0,6.304676532745361,8589934592,2147483648,6057836544,407961600
202,1771998073268,3204,3204,3204,3204,3204,3204,3204,3204,52.6315803527832,42.85714340209961,42.85714340209961,45,4.761904716491699,5,0,4.761904716491699,6.304676532745361,8589934592,2147483648,6055854080,407961600
